Rank,Platform,Year,Genre,Publisher,Global_Sales
2950,0.61,1997.0,0.59,0.82,0.69
2951,0.31,2005.0,0.79,1.3,0.69
2952,0.72,2015.0,0.19,0.58,0.69
2953,0.58,2005.0,0.53,0.35,0.69
2954,0.24,2006.0,0.59,0.48,0.69
2955,0.72,2014.0,0.53,0.75,0.69
2956,0.39,2004.0,0.47,2.54,0.69
2957,2.56,1984.0,0.94,0.27,0.69
2958,0.84,1993.0,0.57,0.27,0.69
2959,0.36,2003.0,0.53,0.43,0.69
2960,0.61,1998.0,0.57,0.89,0.69
2961,0.72,2010.0,0.94,0.89,0.69
2962,0.72,2013.0,0.53,0.27,0.69
2963,0.27,2013.0,0.53,0.52,0.69
2964,0.36,2002.0,0.53,0.82,0.69
2965,0.72,2011.0,0.59,0.82,0.69
2966,0.36,2003.0,0.53,0.82,0.69
2967,0.49,2015.0,0.47,2.54,0.69
2968,0.78,2007.0,0.59,0.48,0.69
2969,0.78,2008.0,0.62,0.62,0.69
2970,0.38,2013.0,0.94,0.55,0.69
2971,0.27,2011.0,0.45,0.82,0.69
2972,0.58,2004.0,0.62,0.22,0.68
2973,0.39,2004.0,0.53,0.75,0.68
2974,0.66,2014.0,0.79,0.82,0.68
2975,0.7,2012.0,0.53,2.54,0.68
2976,0.7,2009.0,0.53,0.75,0.68
2977,0.61,1997.0,0.53,0.97,0.68
2978,0.7,2011.0,0.62,2.54,0.68
2979,0.31,2003.0,0.57,0.82,0.68
2980,0.72,2008.0,0.53,0.43,0.68
2981,0.83,2015.0,0.53,0.55,0.68
2982,0.72,2007.0,0.94,0.75,0.68
2983,0.31,2004.0,0.57,0.82,0.68
2984,0.61,1997.0,0.53,0.56,0.68
2985,0.57,2013.0,0.94,0.52,0.68
2986,0.36,2003.0,0.53,0.28,0.68
2987,0.58,2005.0,0.53,0.52,0.68
2988,0.24,2007.0,0.57,0.89,0.68
2989,0.83,2014.0,0.53,0.21,0.68
2990,0.38,2010.0,0.62,2.54,0.68
2991,0.31,2005.0,0.53,0.97,0.68
2992,0.83,2014.0,0.79,0.29,0.68
2993,0.66,2016.0,0.79,1.16,0.68
2994,0.61,1998.0,0.53,1.11,0.68
2995,0.61,1998.0,0.62,0.34,0.68
2996,0.66,2015.0,0.59,0.82,0.68
2997,0.38,2007.0,0.59,0.48,0.68
2998,0.31,2005.0,0.57,0.82,0.68
2999,0.38,2009.0,0.19,0.23,0.68
3000,0.7,2006.0,0.79,0.52,0.68
3001,0.31,2004.0,0.53,0.82,0.68
3002,0.58,2006.0,0.59,0.89,0.68
3003,0.27,2008.0,0.62,0.82,0.68
3004,0.58,2002.0,0.62,0.43,0.68
3005,0.7,2011.0,0.47,0.15,0.68
3006,0.72,2008.0,0.53,0.4,0.68
3007,0.58,2004.0,0.47,0.35,0.68
3008,0.38,2008.0,0.47,2.54,0.67
3009,0.72,2007.0,0.79,0.35,0.67
3010,0.38,2007.0,0.62,0.62,0.67
3011,0.31,2003.0,0.79,0.75,0.67
3012,0.66,2013.0,0.59,0.82,0.67
3013,0.72,2012.0,0.53,0.66,0.67
3014,0.72,2007.0,0.79,0.97,0.67
3015,0.61,1998.0,0.57,0.82,0.67
3016,0.38,2010.0,0.19,0.55,0.67
3017,0.61,1996.0,0.79,0.34,0.67
3018,0.72,2006.0,0.45,0.52,0.67
3019,0.31,2004.0,0.53,0.82,0.67
3020,0.66,2014.0,0.79,1.16,0.67
3021,0.7,2010.0,0.57,0.48,0.67
3022,0.38,2006.0,0.47,0.11,0.67
3023,0.61,1998.0,0.53,0.89,0.67
3024,0.31,2005.0,0.79,0.75,0.67
3025,0.58,2002.0,0.45,0.15,0.67
3026,0.7,2008.0,0.59,0.82,0.67
3027,0.7,2008.0,0.47,0.27,0.67
3028,0.27,2015.0,0.62,0.27,0.67
3029,0.24,2005.0,0.57,0.43,0.67
3030,0.83,2014.0,0.53,0.66,0.67
3031,0.24,2007.0,0.53,0.48,0.67
3032,0.27,2011.0,0.62,0.17,0.67
3033,0.61,1999.0,0.62,0.89,0.67
3034,0.7,2008.0,0.57,0.52,0.67
3035,0.78,2010.0,0.53,0.34,0.67
3036,0.27,2013.0,0.79,0.97,0.67
3037,0.83,2015.0,0.19,0.58,0.67
3038,0.7,2008.0,0.42,0.52,0.67
3039,0.38,2010.0,0.45,0.29,0.67
3040,0.7,2008.0,0.53,0.75,0.67
3041,0.7,2010.0,0.47,0.51,0.67
3042,0.27,2008.0,0.26,0.82,0.67
3043,0.58,2003.0,0.94,0.48,0.67
3044,0.24,2006.0,0.53,0.48,0.67
3045,0.38,2010.0,0.47,0.52,0.67
3046,0.73,1981.0,0.53,0.29,0.67
3047,0.38,2007.0,0.19,0.53,0.67
3048,0.78,2012.0,0.57,0.82,0.67
3049,0.72,2014.0,0.79,0.97,0.67
3050,0.27,2010.0,0.45,0.82,0.67
3051,0.39,,0.53,0.55,0.67
3052,0.38,2006.0,0.47,0.19,0.66
3053,0.61,1999.0,0.45,0.97,0.66
3054,0.31,2004.0,0.57,0.82,0.66
3055,0.72,2008.0,0.57,0.52,0.66
3056,0.57,2014.0,0.53,0.66,0.66
3057,0.58,2007.0,0.57,0.75,0.66
3058,0.58,2003.0,0.57,0.89,0.66
3059,0.58,2007.0,0.53,0.43,0.66
3060,0.61,1998.0,0.57,0.82,0.66
3061,0.61,2001.0,0.62,0.82,0.66
3062,0.58,2002.0,0.57,0.82,0.66
3063,0.31,2003.0,0.53,0.48,0.66
3064,0.58,2006.0,0.26,0.43,0.66
3065,0.78,2009.0,0.57,0.82,0.66
3066,0.58,2000.0,0.57,0.34,0.66
3067,0.36,2005.0,0.94,0.75,0.66
3068,0.7,2012.0,0.42,0.27,0.66
3069,0.39,2003.0,0.62,1.12,0.66
3070,0.39,2004.0,0.19,0.17,0.66
3071,0.72,2013.0,0.94,0.52,0.66
3072,0.27,2013.0,0.47,0.52,0.66
3073,0.58,2004.0,0.53,0.53,0.66
3074,0.61,1998.0,0.62,0.89,0.66
3075,0.27,2010.0,0.26,0.43,0.66
3076,0.72,2010.0,0.53,0.32,0.66
3077,0.38,2007.0,0.94,2.54,0.66
3078,0.24,2010.0,0.53,0.55,0.66
3079,0.36,2003.0,0.45,0.82,0.66
3080,0.72,2008.0,0.57,0.82,0.66
3081,0.73,1982.0,0.53,0.75,0.66
3082,0.15,2013.0,0.53,0.66,0.66
3083,0.7,2008.0,0.26,2.54,0.66
3084,0.39,2002.0,0.53,0.23,0.66
3085,0.58,2004.0,0.62,0.34,0.66
3086,0.24,2010.0,0.53,0.27,0.66
3087,0.39,2004.0,0.94,0.55,0.66
3088,0.61,1998.0,0.47,0.89,0.66
3089,0.31,2005.0,0.79,0.52,0.66
3090,0.24,2009.0,0.57,0.82,0.66
3091,0.24,2007.0,0.53,0.75,0.66
3092,0.38,2007.0,0.47,0.27,0.66
3093,0.83,2015.0,0.59,0.31,0.66
3094,0.78,2008.0,0.47,1.3,0.66
3095,0.61,1998.0,0.57,0.67,0.66
3096,0.57,2014.0,0.53,0.55,0.65
3097,0.72,2012.0,0.57,0.82,0.65
3098,0.58,2008.0,0.53,0.75,0.65
3099,0.72,2008.0,0.26,0.52,0.65
3100,0.66,2014.0,0.53,1.16,0.65
3101,0.78,2008.0,0.57,0.82,0.65
3102,0.58,2005.0,0.62,0.62,0.65
3103,0.36,2003.0,0.59,2.54,0.65
3104,0.58,2005.0,0.94,0.55,0.65
3105,0.24,2008.0,0.94,0.48,0.65
3106,0.39,2004.0,0.94,2.54,0.65
3107,0.38,2009.0,0.53,0.48,0.65
3108,0.58,2002.0,0.59,0.52,0.65
3109,0.7,2009.0,0.53,0.18,0.65
3110,0.39,2005.0,0.47,0.48,0.65
3111,0.61,1999.0,0.62,1.12,0.65
3112,0.38,2009.0,0.42,0.48,0.65
3113,0.83,2014.0,0.57,0.39,0.65
3114,0.78,2009.0,0.57,0.82,0.65
3115,0.39,2003.0,0.26,2.54,0.65
3116,0.38,2008.0,0.62,2.54,0.65
3117,0.61,1998.0,0.79,0.43,0.65
3118,0.58,2003.0,0.62,0.62,0.65
3119,0.58,2007.0,0.47,0.89,0.65
3120,0.73,1987.0,0.53,0.75,0.65
3121,0.58,2005.0,0.62,0.44,0.65
3122,0.58,2005.0,0.53,0.82,0.65
3123,0.58,2007.0,0.47,0.89,0.65
3124,0.61,2000.0,0.19,0.35,0.65
3125,0.24,2007.0,0.59,0.48,0.65
3126,0.7,2010.0,0.47,0.55,0.65
3127,0.72,2012.0,0.53,0.16,0.65
3128,0.24,2007.0,0.62,0.62,0.65
3129,0.58,2002.0,0.26,0.24,0.65
3130,0.72,2014.0,0.62,0.82,0.65
3131,0.7,2011.0,0.47,0.52,0.65
3132,0.38,2008.0,0.47,0.27,0.65
3133,0.72,2010.0,0.53,0.53,0.65
3134,0.27,2013.0,0.79,0.82,0.64
3135,0.38,2007.0,0.45,0.48,0.64
3136,0.58,2009.0,0.53,0.82,0.64
3137,0.39,2004.0,0.94,0.35,0.64
3138,0.66,2014.0,0.62,0.75,0.64
3139,0.58,2004.0,0.94,0.35,0.64
3140,0.24,2007.0,0.53,0.35,0.64
3141,0.72,2013.0,0.79,0.43,0.64
3142,0.58,2004.0,0.94,0.35,0.64
3143,0.72,,0.59,0.43,0.64
3144,0.31,2003.0,0.79,0.97,0.64
3145,0.78,2010.0,0.53,0.27,0.64
3146,0.58,2004.0,0.79,0.82,0.64
3147,0.66,2016.0,0.57,0.97,0.64
3148,0.72,2008.0,0.79,0.53,0.64
3149,0.78,2012.0,0.26,0.97,0.64
3150,0.49,2011.0,0.94,0.52,0.64
3151,0.83,2016.0,0.53,0.66,0.64
3152,0.31,2004.0,0.79,0.82,0.64
3153,0.58,2003.0,0.94,0.75,0.64
3154,0.78,2007.0,0.59,0.48,0.64
3155,0.31,2005.0,0.57,0.82,0.64
3156,0.27,2011.0,0.53,0.82,0.64
3157,0.78,2006.0,0.53,0.97,0.64
3158,0.69,1999.0,0.79,0.77,0.64
3159,0.69,1999.0,0.94,0.34,0.64
3160,0.69,1999.0,0.94,0.52,0.64
3161,0.39,2004.0,0.47,,0.64
3162,0.78,2009.0,0.53,0.82,0.64
3163,0.31,2002.0,0.79,0.5,0.64
3164,0.58,2006.0,0.53,0.53,0.64
3165,0.72,2010.0,0.62,0.62,0.64
3166,0.38,2009.0,0.94,0.55,0.64
3167,0.72,2007.0,0.59,0.43,0.64
3168,0.39,2004.0,0.47,,0.64
3169,0.15,2012.0,0.53,0.89,0.64
3170,0.39,2002.0,0.47,0.34,0.64
3171,0.72,2010.0,0.62,0.89,0.64
3172,0.72,2009.0,0.79,0.75,0.64
3173,0.58,2005.0,0.47,0.89,0.64
3174,0.83,2015.0,0.53,0.66,0.64
3175,0.72,2010.0,0.47,0.89,0.64
3176,0.69,1998.0,0.59,2.54,0.64
3177,0.69,2000.0,0.57,0.82,0.64
3178,0.72,2007.0,0.57,0.82,0.64
3179,0.78,2013.0,0.79,0.75,0.64
3180,0.7,2007.0,0.59,2.54,0.64
3181,0.7,2008.0,0.53,0.53,0.64
3182,0.58,2004.0,0.94,0.75,0.64
3183,0.72,2014.0,0.53,0.66,0.64
3184,0.7,2009.0,0.47,0.52,0.64
3185,0.7,2010.0,0.79,0.52,0.63
3186,0.58,2005.0,0.62,0.75,0.63
3187,0.61,1997.0,0.53,0.89,0.63
3188,0.58,2009.0,0.47,0.89,0.63
3189,0.78,2014.0,0.47,0.52,0.63
3190,0.72,2013.0,0.59,0.31,0.63
3191,0.78,2007.0,0.59,0.48,0.63
3192,0.31,2001.0,0.57,0.75,0.63
3193,0.61,1999.0,0.26,0.82,0.63
3194,0.31,2002.0,0.57,0.82,0.63
3195,0.78,2009.0,0.53,0.43,0.63
3196,0.58,,0.62,0.53,0.63
3197,0.58,2005.0,0.59,0.82,0.63
3198,0.72,2006.0,0.57,0.75,0.63
3199,0.39,2004.0,0.45,0.52,0.63
3200,0.72,2011.0,0.53,0.55,0.63
3201,0.72,2009.0,0.47,0.75,0.63
3202,0.24,2008.0,0.53,0.43,0.63
3203,0.49,2012.0,0.47,0.27,0.63
3204,0.38,2009.0,0.53,0.82,0.63
3205,0.69,1998.0,0.94,0.75,0.63
3206,0.84,1991.0,0.94,0.34,0.63
3207,0.7,2010.0,0.47,0.75,0.63
3208,0.49,2012.0,0.53,0.75,0.63
3209,0.78,2008.0,0.53,0.43,0.63
3210,0.7,2007.0,0.57,0.75,0.63
3211,0.58,2003.0,0.53,0.27,0.63
3212,0.72,2011.0,0.47,0.52,0.63
3213,0.38,2010.0,0.79,0.75,0.63
3214,0.83,2015.0,0.53,0.89,0.63
3215,0.58,2002.0,0.94,0.89,0.63
3216,0.7,2009.0,0.79,2.54,0.63
3217,0.73,1982.0,0.53,0.63,0.63
3218,0.78,2009.0,0.79,0.75,0.63
3219,0.38,,0.26,2.54,0.63
3220,0.27,2011.0,0.45,0.82,0.63
3221,0.66,2014.0,0.59,0.52,0.63
3222,0.38,2009.0,0.26,0.52,0.63
3223,0.49,2016.0,0.62,0.62,0.63
3224,0.78,2012.0,0.59,0.43,0.63
3225,0.58,2007.0,0.62,0.16,0.63
3226,0.58,2001.0,0.57,0.82,0.63
3227,0.24,2009.0,0.62,0.19,0.63
3228,0.61,1997.0,0.62,0.61,0.63
3229,0.78,2011.0,0.57,0.82,0.63
3230,0.58,2006.0,0.53,0.53,0.63
3231,0.61,2000.0,0.57,0.82,0.63
3232,0.7,2009.0,0.45,0.48,0.63
3233,0.66,2015.0,0.53,0.66,0.63
3234,0.72,2009.0,0.79,1.16,0.63
3235,0.38,2009.0,0.59,0.82,0.63
3236,0.61,2000.0,0.94,0.75,0.63
3237,0.36,2002.0,0.47,0.27,0.63
3238,0.84,1993.0,0.26,0.16,0.62
3239,0.19,1995.0,0.79,0.43,0.62
3240,0.31,,0.53,0.34,0.62
3241,0.31,2005.0,0.57,0.75,0.62
3242,0.61,1996.0,0.53,0.35,0.62
3243,0.78,2010.0,0.53,0.52,0.62
3244,0.72,2010.0,0.79,0.43,0.62
3245,0.58,2002.0,0.62,0.52,0.62
3246,0.61,1997.0,0.57,0.89,0.62
3247,0.72,2009.0,0.62,0.21,0.62
3248,0.36,2006.0,0.57,0.82,0.62
3249,0.27,2014.0,0.79,0.52,0.62
3250,0.73,1982.0,0.79,0.43,0.62
3251,0.31,2003.0,0.57,0.82,0.62
3252,0.49,2011.0,0.53,0.55,0.62
3253,0.72,2014.0,0.57,0.34,0.62
3254,0.66,2015.0,0.79,0.97,0.62
3255,0.58,2004.0,0.94,0.48,0.62
3256,0.72,2013.0,0.53,0.21,0.62
3257,0.72,2011.0,0.53,0.32,0.62
3258,0.38,2008.0,0.19,0.55,0.62
3259,0.36,2003.0,0.53,0.53,0.62
3260,0.39,2004.0,0.45,0.82,0.62
3261,0.69,1999.0,0.59,0.82,0.62
3262,0.15,2012.0,0.57,0.82,0.62
3263,0.61,2000.0,0.94,0.5,0.62
3264,0.38,2010.0,0.47,0.75,0.62
3265,0.58,2004.0,0.57,0.31,0.62
3266,0.7,2007.0,0.53,0.48,0.62
3267,0.72,2014.0,0.53,0.34,0.62
3268,0.73,1982.0,0.53,0.62,0.62
3269,0.72,2011.0,0.53,0.27,0.62
3270,0.24,2009.0,0.53,0.48,0.62
3271,0.61,1999.0,0.57,0.54,0.62
3272,0.58,2004.0,0.59,0.5,0.62
3273,2.61,1995.0,0.42,2.54,0.62
3274,0.36,2003.0,0.47,0.27,0.62
3275,0.83,2014.0,0.47,0.52,0.62
3276,0.19,1996.0,0.53,0.43,0.62
3277,0.84,1996.0,0.62,1.11,0.62
3278,0.78,2008.0,0.94,0.48,0.62
3279,0.27,1998.0,0.53,0.5,0.62
3280,0.49,2012.0,0.19,0.27,0.62
3281,0.38,2011.0,0.62,0.62,0.62
3282,0.69,1998.0,0.57,0.35,0.62
3283,0.61,2001.0,0.26,0.24,0.62
3284,0.72,2006.0,0.59,0.89,0.61
3285,0.7,2009.0,0.62,0.2,0.61
3286,0.72,2008.0,0.57,0.97,0.61
3287,0.58,2008.0,0.47,0.89,0.61
3288,0.83,2015.0,0.57,0.82,0.61
3289,0.83,2014.0,0.79,0.82,0.61
3290,0.31,2002.0,0.57,1.3,0.61
3291,0.58,2006.0,0.53,0.16,0.61
3292,0.72,2013.0,0.53,0.16,0.61
3293,0.7,2010.0,0.47,0.55,0.61
3294,0.39,2005.0,0.47,0.48,0.61
3295,0.58,2002.0,0.79,0.23,0.61
3296,0.39,2004.0,0.94,0.53,0.61
3297,0.7,2010.0,0.47,0.97,0.61
3298,0.78,2009.0,0.57,0.75,0.61
3299,0.57,2013.0,0.47,0.52,0.61
3300,0.49,2011.0,0.45,0.29,0.61
3301,0.39,2004.0,0.47,0.17,0.61
3302,0.58,2003.0,0.79,0.27,0.61
3303,0.7,2010.0,0.57,0.75,0.61
3304,0.38,2007.0,0.47,2.54,0.61
3305,0.78,2010.0,0.57,0.34,0.61
3306,0.7,2008.0,0.94,2.54,0.61
3307,0.61,1998.0,0.94,0.82,0.61
3308,0.72,2011.0,0.79,0.43,0.61
3309,0.38,2008.0,0.45,0.82,0.61
3310,0.31,2005.0,0.79,0.82,0.61
3311,0.61,1997.0,0.79,0.56,0.61
3312,0.7,2010.0,0.47,0.27,0.61
3313,0.24,2009.0,0.94,0.89,0.61
3314,0.78,2008.0,0.57,1.16,0.61
3315,0.38,2007.0,0.45,0.82,0.61
3316,0.78,2009.0,0.57,0.17,0.61
3317,0.38,2008.0,0.45,0.52,0.61
3318,0.78,2010.0,0.59,0.55,0.61
3319,0.39,2005.0,0.62,2.54,0.61
3320,0.39,2002.0,0.57,0.82,0.61
3321,0.61,1999.0,0.53,0.5,0.61
3322,0.39,2005.0,0.53,0.82,0.61
3323,0.39,2004.0,0.53,0.43,0.61
3324,0.36,2001.0,0.57,0.82,0.61
3325,0.7,2009.0,0.47,0.75,0.61
3326,0.7,2008.0,0.47,0.55,0.61
3327,0.39,2001.0,0.53,0.75,0.61
3328,0.69,1999.0,0.57,0.82,0.61
3329,0.78,2007.0,0.53,0.75,0.61
3330,0.39,2002.0,0.47,2.54,0.61
3331,0.38,2008.0,0.45,0.82,0.61
3332,0.58,2003.0,0.53,0.43,0.61
3333,0.78,2010.0,0.53,0.52,0.61
3334,0.78,2009.0,0.79,0.52,0.61
3335,0.7,2009.0,0.26,2.54,0.6
3336,0.39,2003.0,0.57,0.75,0.6
3337,0.15,2011.0,0.57,0.89,0.6
3338,0.39,2004.0,0.59,0.17,0.6
3339,0.58,2005.0,0.94,0.43,0.6
3340,0.36,2001.0,0.59,2.54,0.6
3341,0.58,2003.0,0.53,0.5,0.6
3342,0.31,2005.0,0.53,0.82,0.6
3343,0.24,2010.0,0.62,0.53,0.6
3344,0.38,2007.0,0.53,0.43,0.6
3345,0.58,2007.0,0.57,0.97,0.6
3346,0.7,2011.0,0.53,0.55,0.6
3347,0.57,2013.0,0.53,0.55,0.6
3348,0.7,,0.53,0.43,0.6
3349,0.38,2009.0,0.47,2.54,0.6
3350,0.72,2009.0,0.57,0.75,0.6
3351,0.49,2015.0,0.53,0.66,0.6
3352,0.72,2011.0,0.19,0.82,0.6
3353,0.83,2014.0,0.53,0.66,0.6
3354,0.61,1995.0,0.62,0.34,0.6
3355,0.58,2009.0,0.94,0.89,0.6
3356,0.58,2001.0,0.59,0.52,0.6
3357,0.24,2009.0,0.53,0.52,0.6
3358,0.58,2006.0,0.53,0.48,0.6
3359,0.19,1997.0,0.42,0.41,0.6
3360,0.58,2001.0,0.79,0.35,0.6
3361,0.66,2014.0,0.53,0.62,0.6
3362,0.69,2000.0,0.59,2.54,0.6
3363,0.69,1997.0,0.57,0.34,0.6
3364,0.57,2013.0,0.94,0.75,0.6
3365,0.58,2001.0,0.59,0.26,0.6
3366,0.7,2008.0,0.47,0.55,0.6
3367,0.61,2002.0,0.53,0.27,0.6
3368,0.61,1998.0,0.45,0.34,0.6
3369,0.78,2005.0,0.59,1.3,0.6
3370,0.72,2012.0,0.26,0.97,0.6
3371,0.78,2010.0,0.59,0.75,0.6
3372,0.61,1998.0,0.19,0.82,0.6
3373,0.49,2012.0,0.53,0.66,0.6
3374,0.84,1995.0,0.26,1.11,0.6
3375,0.72,2010.0,0.57,0.82,0.6
3376,0.78,2012.0,0.19,1.3,0.6
3377,0.78,2008.0,0.47,0.82,0.6
3378,0.83,2014.0,0.53,0.55,0.6
3379,0.58,2007.0,0.57,0.17,0.6
3380,0.38,2004.0,0.59,0.52,0.6
3381,0.72,2010.0,0.53,0.89,0.6
3382,0.58,2003.0,0.26,0.24,0.6
3383,0.38,2005.0,0.42,2.54,0.6
3384,0.27,2008.0,0.53,0.82,0.59
3385,0.58,2004.0,0.59,0.48,0.59
3386,0.15,2012.0,0.94,0.52,0.59
3387,0.78,2012.0,0.57,0.43,0.59
3388,0.78,2008.0,0.57,0.43,0.59
3389,0.58,2005.0,0.26,0.24,0.59
3390,0.7,2010.0,0.47,0.48,0.59
3391,0.61,1997.0,0.57,0.34,0.59
3392,0.27,2011.0,0.53,0.52,0.59
3393,0.61,1998.0,0.57,0.82,0.59
3394,0.61,2001.0,0.47,0.89,0.59
3395,0.36,2002.0,0.79,0.82,0.59
3396,0.38,2009.0,0.62,0.62,0.59
3397,0.7,2008.0,0.53,0.43,0.59
3398,0.72,2010.0,0.79,0.62,0.59
3399,0.61,2000.0,0.57,0.35,0.59
3400,0.27,2011.0,0.26,0.43,0.59
3401,0.61,1998.0,0.57,0.34,0.59
3402,0.58,2008.0,0.47,0.51,0.59
3403,0.72,2012.0,0.53,0.43,0.59
3404,0.24,2009.0,0.53,0.75,0.59
3405,0.73,1981.0,0.42,0.29,0.59
3406,0.78,2008.0,0.53,0.52,0.59
3407,0.58,2002.0,0.57,0.82,0.59
3408,0.31,2004.0,0.57,0.82,0.59
3409,0.36,2002.0,0.94,0.77,0.59
3410,0.73,1981.0,0.53,0.61,0.59
3411,0.38,2007.0,0.47,0.29,0.59
3412,0.7,2008.0,0.53,0.97,0.59
3413,0.7,2007.0,0.53,0.75,0.59
3414,0.69,1997.0,0.59,0.35,0.59
3415,0.69,1999.0,0.57,0.35,0.59
3416,0.78,2013.0,0.79,0.29,0.59
3417,0.31,2003.0,0.57,1.3,0.59
3418,0.58,2004.0,0.62,0.27,0.59
3419,0.78,2012.0,0.53,0.27,0.59
3420,0.72,2011.0,0.57,0.82,0.59
3421,0.72,2015.0,0.62,0.27,0.59
3422,0.58,2010.0,0.53,0.34,0.59
3423,0.78,,0.57,0.82,0.59
3424,0.7,2008.0,0.57,0.82,0.59
3425,0.78,2010.0,0.47,0.66,0.59
3426,0.61,1999.0,0.53,0.89,0.59
3427,0.78,2008.0,0.53,0.52,0.59
3428,0.58,2004.0,0.94,0.53,0.59
3429,0.24,2007.0,0.62,0.62,0.59
3430,0.83,2015.0,0.62,0.27,0.59
3431,0.24,2008.0,0.53,0.28,0.59
3432,0.27,2011.0,0.79,0.62,0.59
3433,0.72,2010.0,0.57,0.29,0.59
3434,0.39,2003.0,0.45,0.52,0.59
3435,0.58,2003.0,0.57,0.43,0.59
3436,0.38,2009.0,0.57,0.82,0.59
3437,0.84,1994.0,0.57,2.54,0.59
3438,0.72,2012.0,0.79,1.16,0.59
3439,0.58,2003.0,0.53,0.53,0.58
3440,0.7,2008.0,0.53,0.97,0.58
3441,0.7,2007.0,0.45,0.52,0.58
3442,0.58,2008.0,0.53,0.48,0.58
3443,0.7,2009.0,0.79,0.43,0.58
3444,0.57,2015.0,0.47,0.52,0.58
3445,0.61,1995.0,0.45,0.34,0.58
3446,0.61,1997.0,0.62,0.82,0.58
3447,0.7,2010.0,0.57,0.75,0.58
3448,0.83,2014.0,0.57,0.82,0.58
3449,0.73,1982.0,0.42,0.71,0.58
3450,0.58,2005.0,0.62,0.62,0.58
3451,0.58,2004.0,0.62,0.82,0.58
3452,0.38,2008.0,0.45,0.2,0.58
3453,0.7,2009.0,0.47,0.82,0.58
3454,0.7,2008.0,0.94,0.35,0.58
3455,0.27,2009.0,0.45,0.82,0.58
3456,0.66,2014.0,0.57,1.3,0.58
3457,0.7,2011.0,0.94,0.52,0.58
3458,0.66,2015.0,0.57,0.97,0.58
3459,0.27,2014.0,0.79,0.82,0.58
3460,0.72,2008.0,0.57,0.82,0.58
3461,0.78,2009.0,0.53,0.52,0.58
3462,0.61,2000.0,0.57,0.28,0.58
3463,0.49,2013.0,0.94,0.55,0.58
3464,0.58,2003.0,0.53,0.43,0.58
3465,0.78,2010.0,0.79,0.75,0.58
3466,0.38,2010.0,0.45,0.22,0.58
3467,0.69,1997.0,0.57,0.82,0.58
3468,0.69,1998.0,0.57,0.82,0.58
3469,0.69,1998.0,0.57,0.34,0.58
3470,0.58,,0.59,0.17,0.58
3471,0.58,2000.0,0.79,0.26,0.58
3472,0.61,2000.0,0.62,0.27,0.58
3473,0.61,1998.0,0.62,0.27,0.58
3474,0.31,2005.0,0.53,0.52,0.58
3475,0.58,2004.0,0.62,0.89,0.58
3476,0.61,1998.0,0.94,0.17,0.58
3477,0.39,2004.0,0.19,0.75,0.58
3478,0.38,2007.0,0.53,0.53,0.58
3479,0.72,2013.0,0.53,0.27,0.58
3480,0.38,2009.0,0.45,0.52,0.58
3481,0.58,2002.0,0.79,0.34,0.58
3482,0.61,1998.0,0.59,0.48,0.58
3483,0.84,1992.0,0.62,0.27,0.58
3484,0.78,2006.0,0.57,0.97,0.58
3485,0.72,2015.0,0.57,0.97,0.58
3486,0.38,2006.0,0.19,0.53,0.58
3487,0.84,1996.0,0.26,2.54,0.58
3488,0.72,2010.0,0.47,0.51,0.58
3489,0.72,2011.0,0.62,0.14,0.58
3490,0.72,2009.0,0.53,0.11,0.58
3491,0.61,2000.0,0.53,0.75,0.58
3492,0.36,2002.0,0.57,0.75,0.58
3493,0.72,2011.0,0.57,0.89,0.58
3494,0.58,2006.0,0.53,0.27,0.58
3495,0.58,2005.0,0.57,0.82,0.58
3496,0.72,2009.0,0.57,0.82,0.58
3497,0.38,2010.0,0.19,2.54,0.58
3498,0.7,2009.0,0.57,0.75,0.58
3499,0.61,1999.0,0.62,1.11,0.58
3500,0.7,2010.0,0.42,2.54,0.58
3501,0.69,1999.0,0.57,0.35,0.58
3502,0.72,2008.0,0.94,0.89,0.58
3503,0.31,,0.57,0.17,0.58
3504,0.58,2009.0,0.57,0.82,0.58
3505,0.72,2008.0,0.53,0.97,0.57
3506,0.49,2013.0,0.62,0.19,0.57
3507,0.61,1994.0,0.45,0.82,0.57
3508,0.78,2007.0,0.79,0.35,0.57
3509,0.78,2007.0,0.94,0.75,0.57
3510,0.24,2005.0,0.59,0.17,0.57
3511,0.31,2005.0,0.79,0.52,0.57
3512,0.58,2008.0,0.42,0.82,0.57
3513,0.39,2002.0,0.57,0.75,0.57
3514,0.7,2009.0,0.53,0.48,0.57
3515,0.58,2005.0,0.62,0.27,0.57
3516,0.78,2011.0,0.53,0.55,0.57
3517,0.78,2008.0,0.53,0.43,0.57
3518,0.61,2000.0,0.26,0.27,0.57
3519,0.39,2004.0,0.53,0.35,0.57
3520,0.72,2010.0,0.53,0.27,0.57
3521,0.38,2008.0,0.53,0.48,0.57
3522,0.61,1995.0,0.62,0.89,0.57
3523,0.58,2008.0,0.53,0.28,0.57
3524,0.24,2007.0,0.53,0.5,0.57
3525,0.78,2011.0,0.79,0.48,0.57
3526,0.36,2005.0,0.57,0.82,0.57
3527,0.7,2007.0,0.53,0.2,0.57
3528,0.27,2010.0,0.53,0.52,0.57
3529,0.38,2008.0,0.45,0.52,0.57
3530,0.58,2004.0,0.53,0.27,0.57
3531,0.78,2013.0,0.79,0.29,0.57
3532,0.38,2006.0,0.45,0.52,0.57
